HTSUS,Description,Scope Limitations
2917.19.35,2917.19.35 Malonic acid Pharma,Pharma
2917.19.40,"2917.19.40 Acyclic polycarboxylic acids, derived from aromatic hydrocarbons, and their derivatives, nesoi Pharma",Pharma
2917.20.00,"2917.20.00 Cyclanic, cyclenic or cycloterpenic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives Pharma",Pharma
2917.37.00,2917.37.00 Dimethyl terephthalate Pharma,Pharma
2918.12.00,2918.12.00 Tartaric acid Pharma,Pharma
2918.14.00,2918.14.00 Citric acid Pharma,Pharma
2918.18.00,2918.18.00 Chlorobenzilate (ISO) Pharma,Pharma
2918.19.15,2918.19.15 Other Phenylglycolic (Mandelic) acid salts and esters Pharma,Pharma
2918.19.20,"2918.19.20 Aromatic carboxylic acids with alcohol function, without other oxygen functions, and their derivatives, described in additional U.S. note 3 to section VI of the HTSUS Pharma",Pharma
2918.19.31,"2918.19.31 Aromatic carboxylic acids with alcohol function, without other oxygen functions, and their derivatives, nesoi Pharma",Pharma
2918.21.10,"2918.21.10 Salicylic acid and its salts, suitable for medicinal use Pharma",Pharma
2918.23.10,2918.23.10 Salol (Phenyl salicylate) suitable for medicinal use Pharma,Pharma
2918.29.22,2918.29.22 p-Hydroxybenzoic acid Pharma,Pharma
2918.30.10,"2918.30.10 1-Formylphenylacetic acid, methyl ester Pharma",Pharma
2918.30.15,"2918.30.15 2-Chloro-4,5-difluoro-beta-oxobenzenepropanoic acid, ethyl ester; and Ethyl 2-keto-4-phenylbutanoate Pharma",Pharma
2918.30.70,"2918.30.70 Dimethyl acetyl succinate; Oxalacetic acid diethyl ester, sodium salt; 4,4,4-Trifluoro-3-oxobutanoic acid, both ethyl and methyl ester versions Pharma",Pharma
2918.99.05,2918.99.05 p-Anisic acid; clofibrate and 3-phenoxybenzoic acid Pharma,Pharma
2919.10.00,"2919.10.00 Tris(2,3-dibromopropyl phosphate) Pharma",Pharma
2920.19.40,"2920.19.40 Other aromatic thiophosphoric esters (phosphorothioates), their salts and their halogenated, sulfonated, nitrated or nitrosated derivatives Pharma",Pharma
2920.19.50,"2920.19.50 Nonaromatic phosphorothioates, their salts and their halogenated, sulfonated, nitrated or nitrosated derivatives, nesoi Pharma",Pharma
2920.21.00,2920.21.00 Dimethyl phosphite Pharma,Pharma
2920.22.00,2920.22.00 Diethyl phosphite Pharma,Pharma
2920.23.00,2920.23.00 Trimethyl phosphite Pharma,Pharma
2920.24.00,2920.24.00 Triethyl phosphite Pharma,Pharma
2920.29.00,"2920.29.00 Other phosphite esters, their salts and their halogenated, sulfonated, nitrated or nitrosated derivatives Pharma",Pharma
2920.30.00,2920.30.00 Endosulfan (ISO) Pharma,Pharma
2920.90.20,"2920.90.20 Aromatic esters of other inorganic acids (excluding hydrogen halides), their salts and their derivatives, nesoi Pharma",Pharma
2921.11.00,"2921.11.00 Methylamine, di- or trimethylamine, and their salts Pharma",Pharma
2921.14.00,"2921.14.00 2-(N,N,-Diisopropylamino)ethyl chloride hydrochloride Pharma",Pharma
2921.30.30,"2921.30.30 Cyclanic, cyclenic, cycloterpenic mono- or polyamines and their derivatives and salts, derived from any aromatic compound (excluding goods described in additional U.S. note 3 to section VI of the HTSUS) Pharma",Pharma
2921.41.10,2921.41.10 Aniline Pharma,Pharma
2921.41.20,2921.41.20 Aniline salts Pharma,Pharma
2921.42.65,"2921.42.65 Aniline derivatives and their salts thereof, described in additional U.S. note 3 to section VI of the HTSUS Pharma",Pharma
2921.43.40,"2921.43.40 Toluidines and their derivatives and salts thereof, described in additional U.S. note 3 to section VI of the HTSUS Pharma",Pharma
2921.45.60,"2921.45.60 Aromatic monoamines and their derivatives and salts thereof, described in additional U.S. note 3 to section VI of the HTSUS, nesoi Pharma",Pharma
2921.45.90,2921.45.90 Aromatic monoamines and their derivatives and salts thereof nesoi Pharma,Pharma
2921.59.40,"2921.59.40 Aromatic polyamines and their derivatives and salts thereof, described in additional U.S. note 3 to section VI of the HTSUS Pharma",Pharma
2922.12.00,2922.12.00 Diethanolamine and its salts Pharma,Pharma
2922.15.00,2922.15.00 Triethanolamine Pharma,Pharma
2922.16.00,2922.16.00 Diethylammonium perfluorooctane sulfonate Pharma,Pharma
2922.17.00,2922.17.00 Methyldiethanolamine and ethyldiethanolamine Pharma,Pharma
2922.18.00,"2922.18.00 2-(N,N-Diisopropylamino)ethanol Pharma",Pharma
2922.21.10,"2922.21.10 1-Amino-8-hydroxy-3,6-naphthalenedisulfonic acid; and other specified aminohydroxynaphthalenesulfonic acids and their salts Pharma",Pharma
2922.21.25,"2922.21.25 1-Amino-8-hydroxy-4,6-naphthalenedisulfonic acid, monosodium salts Pharma",Pharma
2922.21.40,"2922.21.40 Aminohydroxynaphthalene sulfonic acids and their salts, described in additional U.S. note 3 to section VI of the HTSUS Pharma",Pharma
2922.21.50,"2922.21.50 Aminohydroxynaphthalene sulfonic acids and their salts, nesoi Pharma",Pharma
2922.29.03,2922.29.03 o-Anisidine; p-anisidine; and p-phenetidine Pharma,Pharma
2922.29.06,2922.29.06 m-Nitro-p-anisidine and m-nitro-o-anisidine as fast color bases Pharma,Pharma
2922.29.08,"2922.29.08 m-Nitro-p-anisidine and m-nitro-o-anisidine, nesoi Pharma",Pharma
2922.29.10,"2922.29.10 2-Amino-6-chloro-4-nitrophenol and other specified amino- naphthols and amino-phenols, their ethers and esters; salts thereof Pharma",Pharma
2922.29.13,"2922.29.13 o-Aminophenol; and 2,2-bis-[4-(4- aminophenoxy)phenyl]propane Pharma",Pharma
2922.29.15,2922.29.15 m-Diethylaminophenol; m-dimethylaminophenol; 3- ethylamino-p-cresol; and 5-methoxy-m-phenylenediamine Pharma,Pharma
2922.29.20,"2922.29.20 4-Chloro-2,5-dimethoxyaniline; and 2,4-dimethoxyaniline Pharma",Pharma
2922.29.26,2922.29.26 Amino-naphthols and other amino-phenols and their derivatives used as fast color bases Pharma,Pharma
2922.29.29,"2922.29.29 Photographic chemicals of amino-naphthols and -phenols, their ethers and esters, except those containing more than one oxygen function, and salts thereof, nesoi Pharma",Pharma
2922.39.05,"2922.39.05 1-Amino-2,4-dibromoanthraquinone and 2-Amino-5- chlorobenzophenone Pharma",Pharma
2922.39.10,"2922.39.10 2'-Amino aceto phenone and other specified aromatic amino- aldehydes, -ketones and -quinones, other than those with more than one oxygen function Pharma",Pharma
2922.39.14,2922.39.14 2-Aminoanthraquinone Pharma,Pharma
2922.39.17,2922.39.17 1-Aminoanthraquinone Pharma,Pharma
2922.42.10,2922.42.10 Monosodium glutamate Pharma,Pharma
2922.43.10,"2922.43.10 Anthranilic acid and its salts, described in additional U.S. note 3 to section VI of the HTSUS Pharma",Pharma
2922.43.50,"2922.43.50 Anthranilic acid and its salts, nesoi Pharma",Pharma
2922.49.05,"2922.49.05 (R)-α-Aminobenzeneacetic acid; and 2-amino-3- chlorobenzoic acid, methyl ester Pharma",Pharma
2922.49.43,2922.49.43 Glycine (aminoacetic acid) Pharma,Pharma
2922.49.60,"2922.49.60 3-Aminocrotonic acid, methyl ester; and (R)-α-amino-1,4- cyclohexadiene-1-acetic acid Pharma",Pharma
2922.50.19,2922.50.19 Aromatic guaiacol derivatives of amino-compounds with oxygen function Pharma,Pharma
2923.20.10,"2923.20.10 Purified egg phospholipids, pharmaceutical grade meeting requirements of the U.S. FDA, for use in intravenous fat emulsion Pharma",Pharma
2923.30.00,2923.30.00 Tetraethylammonium perfluorooctane sulfonate Pharma,Pharma
2923.40.00,2923.40.00 Didecylmethylammonium perfluorooctane sulfonate Pharma,Pharma
2924.12.00,"2924.12.00 Fluoroacetamide (ISO), monocrotophos (ISO) and phosphamidon (ISO) Pharma",Pharma
2924.21.20,"2924.21.20 Aromatic ureines, their derivatives and salts thereof, described in additional U.S. note 3 to section VI of the HTSUS Pharma",Pharma
2924.21.45,"2924.21.45 Aromatic ureines, their derivatives and salts thereof, nesoi Pharma",Pharma
2924.23.70,2924.23.70 2-Acetamidobenzoic acid salts described in additional U.S. note 3 to section VI of the HTSUS Pharma,Pharma
2924.23.75,"2924.23.75 2-Acetamidobenzoic acid salts, nesoi Pharma",Pharma
2924.24.00,2924.24.00 Ethinamate (INN) Pharma,Pharma
2924.25.00,2924.25.00 Alachlor (ISO) Pharma,Pharma
2924.29.01,"2924.29.01 p-Acetanisidide; p-acetoacetatoluidide; 4'-amino-N- methylacetanilide; 2,5-dimethoxyacetanilide; and N-(7- hydroxy-1-naphthyl)acetamide Pharma",Pharma
2924.29.03,"2924.29.03 3,5-Dinitro-o-toluamide Pharma",Pharma
2924.29.05,"2924.29.05 Biligrafin acid; 3,5-diacetamido-2,4,6-triiodobenzoic acid; and metrizoic acid Pharma",Pharma
2924.29.23,"2924.29.23 4-Aminoacetanilide; 2-2-oxamidobis[ethyl-3-(3,5-di-tert- butyl-4-hydroxyphenyl)propionate]; and other specified cyclic amide chemicals Pharma",Pharma
2924.29.26,2924.29.26 3-Aminomethoxybenzanilide Pharma,Pharma
2924.29.28,"2924.29.28 N-[[(4-Chlorophenyl)amino]carbonyl]difluorobenzamide; and 3,5-dichloro-N-(1,1-dimethyl-2-propynyl)benzamide (pronamide) Pharma",Pharma
2924.29.33,2924.29.33 3-Hydroxy-2-naphthanilide; 3-hydroxy-2-naphtho-o-toluidide; 3-hydroxy-2-naphtho-o-anisidine; 3-hydroxy-2-naphtho-o- phenetidide; and other Pharma,Pharma
2924.29.57,2924.29.57 Diethylaminoacetoxylidide (Lidocaine) Pharma,Pharma
2924.29.65,2924.29.65 5-Bromoacetyl-2-salicylamide Pharma,Pharma
2924.29.80,"2924.29.80 2,2-Dimethylcyclopropylcarboxamide Pharma",Pharma
2925.29.10,"2925.29.10 N'-(4-Chloro-o-tolyl)-N,N-dimethylformamidine; bunamidine hydrochloride; and pentamidine Pharma",Pharma
2925.29.18,"2925.29.18 N,N'-Diphenylguanidine; 3-Dimethyl amino methyleneiminophenol hydrochloride; 1,3-Di-o- tolylguanidine; and N,N-Dimethyl-N'-[3-[[(methylamino) carbonyl]- oxy] phenyl] methanimidamide monohydro- chloride Pharma",Pharma
2925.29.70,2925.29.70 Tetramethylguanidine Pharma,Pharma
2926.90.50,"2926.90.50 Nonaromatic nitrile-function compounds, nesoi Pharma",Pharma
2928.00.10,2928.00.10 Methyl ethyl ketoxime Pharma,Pharma
2928.00.15,2928.00.15 Phenylhydrazine Pharma,Pharma
2929.90.05,"2929.90.05 2,2-Bis(4-cyanatophenyl)-1,1,1,3,3,3,-hexafluoropropane; 2,2- bis(4-cyanatophenyl)propane; 1,1-ethylidenebis(phenyl-4- cyanate); and 2 others Pharma",Pharma
2929.90.15,"2929.90.15 Other aromatic compounds with other nitrogen function, described in additional U.S. note 3 to section VI of the HTSUS Pharma",Pharma
2930.10.01,"2930.10.01 2-(N,N-Dimethylamino) ethanethiol Pharma",Pharma
2930.40.00,2930.40.00 Methionine Pharma,Pharma
2930.60.00,"2930.60.00 2-(N,N-Diethylamino)ethanethiol Pharma",Pharma
2930.70.00,2930.70.00 Bis(2-hydroxyethyl)sulfide (thiodiglycol (INN)) Pharma,Pharma
2931.41.00,2931.41.00 Dimethyl methylphosphonate Pharma,Pharma
2931.42.00,2931.42.00 Dimethyl propylphosphonate Pharma,Pharma
2931.43.00,2931.43.00 Diethyl ethylphosphonate Pharma,Pharma
2931.44.00,2931.44.00 Methylphosphonic acid Pharma,Pharma
2931.45.00,2931.45.00 Salt of methylphosphonic acid and (aminoiminomethyl)urea (1:1) Pharma,Pharma
2931.46.00,"2931.46.00 2,4,6-Tripropyl-1,3,5,2,4,6-trioxatriphosphinane 2,4,6-trioxide Pharma",Pharma
2931.47.00,"2931.47.00 (5-Ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl) methyl methyl methylphosphonate Pharma",Pharma
2931.48.00,"2931.48.00 3,9-Dimethyl-2,4,8,10-tetraoxa-3,9-diphosphaspiro [5.5] undecane 3,9-dioxide Pharma",Pharma
2931.51.00,2931.51.00 Methylphosphonic dichloride Pharma,Pharma
2931.52.00,2931.52.00 Propylphosphonic dichloride Pharma,Pharma
2931.54.00,2931.54.00 Trichlorfon (ISO) Pharma,Pharma
2931.59.00,2931.59.00 Other halogenated organo-phosphorous derivatives Pharma,Pharma
2931.90.30,"2931.90.30 Aromatic organo-inorganic compounds, nesoi, described in additional U.S. note 3 to section VI of the HTSUS Pharma",Pharma
2931.90.60,2931.90.60 Other aromatic organo-inorganic compounds (excluding products described in additional U.S. note 3 to section VI of the HTSUS) Pharma,Pharma
2932.11.00,2932.11.00 Tetrahydrofuran Pharma,Pharma
2932.19.10,"2932.19.10 Aromatic heterocyclic compounds with oxygen hetero- atom(s) only, containing an unfused furan ring, nesoi Pharma",Pharma
2932.20.05,"2932.20.05 Coumarin, methylcoumarins and ethylcoumarins Pharma",Pharma
2932.20.25,2932.20.25 4-Hydroxycoumarin Pharma,Pharma
2932.20.45,"2932.20.45 Aromatic lactones, nesoi Pharma",Pharma
2932.95.00,2932.95.00 Tetrahydrocannabinols (all isomers) Pharma,Pharma
2932.99.04,"2932.99.04 2,2-Dimethyl-1,3-benzodioxol-4-yl methylcarbamate (Bendiocarb) Pharma",Pharma
2932.99.08,"2932.99.08 2-Ethoxy-2,3-dihydro-3,3-dimethyl-5- benzofuranylmethanesulfonate Pharma",Pharma
2932.99.21,"2932.99.21 Aromatic pesticides of heterocyclic compounds with oxygen hetero-atom(s) only, nesoi Pharma",Pharma
2932.99.32,2932.99.32 Benzofuran (Coumarone); and Dibenzofuran (Diphenylene oxide) Pharma,Pharma
2932.99.35,2932.99.35 2-Hydroxy-3-dibenzofurancarboxylic acid Pharma,Pharma
2932.99.39,2932.99.39 Benzointetrahydropyranyl ester; and Xanthen-9-one Pharma,Pharma
2932.99.55,2932.99.55 Bis-O-[(4-methylphenyl)methylene]-D-glucitol (Dimethylbenzylidene sorbitol); and Rhodamine 2C base Pharma,Pharma
2933.19.08,2933.19.08 3-(5-Amino-3-methyl-1H-pyrazol-1-yl)benzenesulfonic acid; amino-J-pyrazolone; and another 12 specified chemicals Pharma,Pharma
2933.19.37,"2933.19.37 Aromatic or modified aromatic compounds, described in additional U.S. note 3 to section VI of the HTSUS, containing an unfused pyrazole ring (whether or not hydrogenated) in the structure Pharma",Pharma
2933.19.43,"2933.19.43 Aromatic or modified aromatic compounds (excluding products described in additional U.S. note 3 to section VI of the HTSUS), containing an unfused pyrazole ring in the structure Pharma",Pharma
2933.29.05,2933.29.05 1-[1-((4-Chloro-2-(trifluoromethyl)phenyl)imino)-2- propoxyethyl]-1H-imidazole (triflumizole); and Ethylene thiourea Pharma,Pharma
2933.29.10,2933.29.10 2-Phenylimidazole Pharma,Pharma
2933.29.60,2933.29.60 Imidazole Pharma,Pharma
2933.31.00,2933.31.00 Pyridine and its salts Pharma,Pharma
2933.36.00,2933.36.00 4-Anilino-N-phenethylpiperidine (ANPP) Pharma,Pharma
2933.55.00,"2933.55.00 Loprazolam (INN), mecloqualone (INN), methaqualone (INN) and zipeprol (INN); salts thereof Pharma",Pharma
2933.69.50,2933.69.50 Hexamethylenetetramine Pharma,Pharma
2933.79.04,"2933.79.04 2,4-Dihydro-3,6-diphenylpyrrolo-(3,4-C)pyrrole-1,4-dione Pharma",Pharma
2933.79.20,2933.79.20 N-Methyl-2-pyrrolidone; and 2-pyrrolidone Pharma,Pharma
2933.79.30,"2933.79.30 N-Vinyl-2-pyrrolidone, monomer Pharma",Pharma
2933.79.40,2933.79.40 12-Aminododecanoic acid lactam Pharma,Pharma
2933.99.14,2933.99.14 5-Amino-4-chloro-a-phenyl-3-pyridazinone Pharma,Pharma
2934.10.70,"2934.10.70 4,5-Dichloro-2-n-octyl-4-isothiazolin-3-one; thiothiamine hydrochloride; and 4 other specified chemicals Pharma",Pharma
2934.30.18,"2934.30.18 Ethyl (1H-phenothiazin-2,4,1)carbamate Pharma",Pharma
2935.90.29,2935.90.29 Acetylsulfaguanidine Pharma,Pharma
2939.43.00,2939.43.00 Cathine (INN) and its salts Pharma,Pharma
2939.51.00,2939.51.00 Fenetylline (INN) its salts Pharma,Pharma
2939.61.00,2939.61.00 Ergometrine and its salts Pharma,Pharma
2942.00.03,"2942.00.03 [2,2'-Thiobis(4-(1,1,3,3-tetramethyl-n-butyl)phenolato)(2,1)]- O,O',S-(1-butanamine), nickel II Pharma",Pharma
2942.00.10,"2942.00.10 Aromatic or modified aromatic organic compounds, nesoi, described in additional U.S. note 3 to section VI of the HTSUS Pharma",Pharma
3003.31.00,"3003.31.00 Medicaments containing insulin, not in dosage form and not packed for retail Pharma",Pharma
3003.43.00,"3003.43.00 Medicaments containing norephedrine or its salts, not in dosage form and not packed for retail Pharma",Pharma
3003.60.00,"3003.60.00 Other medicaments containing antimalarial active principles described in subheading note 2 to this chapter, not dosage form and not packed for retail Pharma",Pharma
3004.10.10 3002 3005 3006,"3004.10.10 Medicaments (excluding goods of heading 3002, 3005, or 3006) containing penicillin G salts, in dosage form or packed for retail Pharma",Pharma
3004.43.00,"3004.43.00 Medicaments containing norephedrine or its salts, in dosage form or packed for retail Pharma",Pharma
3006.92.00,3006.92.00 Waste pharmaceuticals Pharma,Pharma
3204.13.60,"3204.13.60 Basic dyes and preparations based thereon, described in additional U.S note 3 to section VI of the HTSUS Pharma",Pharma
3204.90.00,"3204.90.00 Synthetic organic coloring matter or preparations based thereon, nesoi; synthetic organic products used as luminophores Pharma",Pharma
3301.19.51,"3301.19.51 Essential oils of citrus fruit, other, nesoi",
3301.29.10,3301.29.10 Essential oils of eucalyptus,
3301.30.00,3301.30.00 Resinoids,
3401.30.10,"3401.30.10 Organic surface-active products for washing skin, in liquid or cream form, containing any aromatic or modified aromatic surface-active agent, put up for retail Ex",Ex
3402.50.11,"3402.50.11 Preparations of organic surface-active agents, put up for retail sale, containing any aromatic or modified aromatic surface- active agent Pharma",Pharma
3507.90.70,"3507.90.70 Enzymes and prepared enzymes, nesoi Pharma",Pharma
3808.59.40,3808.59.40 Disinfectants specified in subheading note 1 to chapter 38,
3808.59.50,"3808.59.50 Pesticides, nesoi, specified in subheading note 1 to chapter 38 Pharma",Pharma
3808.61.50,"3808.61.50 Pesticides, nesoi, not exceeding 300g, specified in subheading note 2 to chapter 38 Pharma",Pharma
3812.31.00,"3812.31.00 Mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline (TMQ) Pharma",Pharma
3815.11.00,3815.11.00 Supported catalysts with nickel or nickel compounds as the active substance Pharma,Pharma
3815.12.00,3815.12.00 Supported catalysts with precious metal or precious metal compounds as the active substance Pharma,Pharma
3815.90.50,"3815.90.50 Reaction initiators, reaction accelerators and catalytic preparations, nesoi Pharma",Pharma
3823.11.00,3823.11.00 Stearic acid Pharma,Pharma
3823.12.00,3823.12.00 Oleic acid Pharma,Pharma
3823.19.20,"3823.19.20 Industrial monocarboxylic fatty acids or acid oils from refining derived from coconut, palm-kernel, or palm oil",
3823.70.40,"3823.70.40 Industrial fatty alcohols, other than oleyl, derived from fatty substances of animal or vegetable origin",
3824.81.00,3824.81.00 Chemical mixtures containing oxirane (ethylene oxide),
3824.82.10,"3824.82.10 Goods specified in subheading note 3 to chapter 38, containing PCBs, PCTs or PBBs, chlorinated but not otherwise halogenated, nesoi",
3824.82.90,"3824.82.90 Goods specified in subheading note 3 to chapter 38, containing PCBs, PCTs or PBBs, other than chlorinated only, nesoi Pharma",Pharma
3824.83.00,"3824.83.00 Containing tris(2,3-dibromopropyl) phosphate Pharma",Pharma
3824.84.00,"3824.84.00 Other mixtures containing aldrin, camphechlor (toxaphene), chlordane, chlordecone, DDT (clofenatone), 1,1,1-trichloro- 2,2-bis(p-chlorophenyl)ethane), dieldrin, endosulfan, endrin, heptachlor or mirex Pharma",Pharma
3824.85.00,"3824.85.00 Mixtures containing 1,2,3,4,5,6-hexachlorocyclohexane (HCH (ISO)), including lindane (ISO,INN) Pharma",Pharma
3824.86.00,3824.86.00 Mixtures containing pentachlorobenzene (ISO) or hexachlorobenzene (ISO) Pharma,Pharma
3824.87.00,"3824.87.00 Mixtures containing perfluorooctane sulfonic acid, its salts, perfluorooctane sulfonamides, or perfluorooctane sulfonyl fluoride Pharma",Pharma
3824.88.00,"3824.88.00 Mixtures containing tetra-, penta-, hexa-, hepta-, or octabromodiphenyl ethers Pharma",Pharma
3824.89.00,3824.89.00 Mixtures containing short-chain chlorinated paraffins Pharma,Pharma
3824.92.00,3824.92.00 Polyglycol esters mixtures of methylphosphonic acid Pharma,Pharma
3824.99.25,"3824.99.25 Mixtures of triphenyl sulfonium chloride, diphenyl (4- phenylthio)phenyl sulfonium chloride and (thiodi-4,1- phenylene)bis(diphenyl sulfonium) dichloride Pharma",Pharma
3824.99.50,3824.99.50 Mixtures chlorinated but not otherwise halogenated Pharma,Pharma
3824.99.93,"3824.99.93 Chemical products and preparations and residual products of the chemical or allied industries, nesoi Pharma",Pharma
3826.00.30,3826.00.30 Biodiesel containing less than 70 percent petroleum or bituminous oil Pharma,Pharma
3827.13.00,3827.13.00 Mixtures containing carbon tetrachloride Pharma,Pharma
3827.14.00,3827.14.00 Mixtures containing methyl chloroform Pharma,Pharma
3827.40.00,3827.40.00 Mixtures containing bromomethane or bromochloromethane Pharma,Pharma
3905.91.50,"3905.91.50 Copolymers of vinyl esters or other vinyls, in primary forms, nesoi Pharma",Pharma
3907.29.00,"3907.29.00 Polyethers, other than polyacetals or bis(polyoxyethylene) methylphosphonate, in primary forms Pharma",Pharma
3907.30.00,3907.30.00 Epoxide resins in primary forms Pharma,Pharma
3907.61.00,"3907.61.00 Polyethylene terephthalate, having a viscosity number of 78 ml/g or higher Pharma",Pharma
3907.69.00,"3907.69.00 Polyethylene terephthalate, having a viscosity number less than 78 ml/g Pharma",Pharma
3907.99.50,"3907.99.50 Other polyesters nesoi, saturated, in primary forms Pharma",Pharma
3908.90.20,3908.90.20 Bis(4-amino-3-methylcyclohexyl)methaneisophthalic acid- laurolactam copolymer Pharma,Pharma
3909.10.00,3909.10.00 Urea resins; thiourea resins Pharma,Pharma
3909.40.00,3909.40.00 Phenolic resins Pharma,Pharma
3910.00.00,3910.00.00 Silicones in primary forms Pharma,Pharma
3911.20.00,"3911.20.00 Poly(1,3-phenylene methylphosphonate) Pharma",Pharma
3911.90.45,"3911.90.45 Thermosetting polysulfides, polysulfones and other products specified in note 3 to chapter 39, containing aromatic monomer units or derived therefrom Pharma",Pharma
3912.20.00,"3912.20.00 Cellulose nitrates (including collodions), in primary forms Pharma",Pharma
3914.00.20,3914.00.20 Cross-linked polyvinylbenzyltrimethylammonium chloride (Cholestyramine resin USP) Pharma,Pharma
3917.21.00,"3917.21.00 Tubes, pipes and hoses, rigid, of polymers of ethylene Pharma",Pharma
3917.22.00,"3917.22.00 Tubes, pipes and hoses, rigid, of polymers of propylene Pharma",Pharma
3917.23.00,"3917.23.00 Tubes, pipes and hoses, rigid, of polymers of vinyl chloride Aircraft",Aircraft
3917.29.00,"3917.29.00 Tubes, pipes and hoses, rigid, of other plastics nesoi Aircraft",Aircraft
3917.31.00,"3917.31.00 Flexible plastic tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa Aircraft",Aircraft
3917.33.00,"3917.33.00 Flexible plastic tubes, pipes and hoses, nesoi, with fittings, not reinforced or otherwise combined with other materials Aircraft",Aircraft
3917.39.00,"3917.39.00 Flexible plastic tubes, pipes and hoses, nesoi Aircraft",Aircraft
3917.40.00,"3917.40.00 Fittings of plastics, for plastic tubes, pipes and hoses, nesoi Aircraft",Aircraft
3926.90.45,"3926.90.45 Gaskets, washers and other seals, of plastics Aircraft",Aircraft
3926.90.94,"3926.90.94 Cards, not punched, suitable for use as, or in making, jacquard cards; Jacquard cards and jacquard heads for power-driven weaving machines, and parts thereof; and transparent sheeting of plastics containing 30 percent or more by weight of lead Aircraft",Aircraft
3926.90.96,"3926.90.96 Casing for bicycle derailleur cables; and casing for cable or inner wire for caliper and cantilever brakes, whether or not cut to length; of plastic Aircraft",Aircraft
3926.90.99,"3926.90.99 Other articles of plastic, nesoi Aircraft",Aircraft
4008.29.20,"4008.29.20 Rods and profile shapes of vulcanized, noncellular rubber, other than hard rubber",
4009.12.00,"4009.12.00 Tubes, pipes and hoses of vulcanized rubber other than hard rubber, not reinforced or combined with other materials, with fittings",
4009.22.00,"4009.22.00 Tubes, pipes and hoses of vulcanized rubber other than hard rubber, reinforced or combined only with metal, with fittings Aircraft",Aircraft
4009.32.00,"4009.32.00 Tubes, pipes and hoses of vulcanized rubber other than hard rubber, reinforced or combined only with textile materials, with fittings Aircraft",Aircraft
4009.42.00,"4009.42.00 Tubes, pipes and hoses of vulcanized rubber other than hard rubber, reinforced or combined with other materials nesoi, with fittings Aircraft",Aircraft
4011.30.00,"4011.30.00 New pneumatic tires, of rubber, of a kind used on aircraft Aircraft",aircraft
4012.13.00,"4012.13.00 Retreaded pneumatic tires, of rubber, of a kind used on aircraft Aircraft",aircraft
4012.20.10,"4012.20.10 Used pneumatic tires of rubber, for aircraft Aircraft",aircraft
4016.10.00,4016.10.00 Articles of vulcanized cellular rubber other than hard rubber Aircraft,Aircraft
4016.93.50,"4016.93.50 Gaskets, washers and other seals, of noncellular vulcanized rubber other than hard rubber, not for use in automotive goods of chapter 87 Aircraft",Aircraft
4016.99.35 8701 8705,"4016.99.35 Articles made of noncellular vulcanized natural rubber, not used as vibration control goods in vehicles of headings 8701 through 8705, nesoi Aircraft",Aircraft
4016.99.60,4016.99.60 Articles of noncellular vulcanized synthetic rubber other than hard rubber Aircraft,Aircraft
4017.00.00,"4017.00.00 Hard rubber (for example, ebonite) in all forms, including waste and scrap; articles of hard rubber Aircraft",Aircraft
4403.41.00,"4403.41.00 Wood in the rough or roughly squared, of Dark Red Meranti, Light Red Meranti or Meranti Bakau, not treated with paint, stain, creosote, or other preservatives Aircraft",Aircraft
4403.42.00,"4403.42.00 Wood in the rough or roughly squared, of teak, not treated with paint, stain, creosote, or other preservatives Aircraft",Aircraft
4403.49.02,"4403.49.02 Wood in the rough or roughly squared, of tropical wood other than Teak or Meranti, not treated with paint, stain, creosote, or other preservatives",
4407.21.00,"4407.21.00 Mahogany (Swietenia spp.), sawn or chipped lengthwise, sliced or peeled, over 6 mm thick",
4407.22.00,"4407.22.00 Virola, Imbuia and Balsa, sawn or chipped lengthwise, sliced or peeled, over 6 mm thick",
4407.23.01,"4407.23.01 Teak, sawn or chipped lengthwise, sliced or peeled, over 6 mm thick",
4407.25.00,"4407.25.00 Dark Red Meranti, Light Red Meranti and Meranti Bakau wood, sawn or chipped lengthwise, sliced or peeled, over 6 mm thick",
4407.26.00,"4407.26.00 White Lauan, White Meranti, White Seraya, Yellow Meranti and Alan wood, sawn or chipped lengthwise, sliced or peeled, over 6 mm thick",
4407.27.00,"4407.27.00 Sapelli wood, sawn or chipped lengthwise, sliced or peeled, over 6 mm thick",
4407.28.00,"4407.28.00 Iroko wood, sawn or chipped lengthwise, sliced or peeled, over 6 mm thick",
4407.29.02,"4407.29.02 Tropical wood, nesoi, sawn or chipped lengthwise, sliced or peeled, over 6 mm thick",
4408.31.01,"4408.31.01 Dark Red Meranti, Light Red Meranti and Meranti Bakau veneer sheets, for plywood and other wood, sawn lengthwise, sliced or peeled, not over 6 mm thick",
4408.39.02,"4408.39.02 Other tropical wood veneer sheets, for plywood and other wood, sawn lengthwise, sliced or peeled, not over 6 mm thick",
4409.22.05,"4409.22.05 Nonconiferous tropical wood continuously shaped along any ends, whether or not also continuously shaped along any edges or faces",
4409.22.10,"4409.22.10 Nonconiferous tropical wood siding, whether or not continuously shaped along its edges or faces but not its ends",
4409.22.25,"4409.22.25 Nonconiferous tropical wood flooring, whether or not continuously shaped along its edges or faces but not its ends",
