HTS Date:,2/21/2026,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Tariff Number,Description,Effective Date,Expiration Date,Census Qty 1,Census Qty 2,Census Qty 3,AD Duty,CV Duty,PGA 1,PGA 2,PGA 3,PGA 4,PGA 5,PGA 6,PGA 7,PGA 8,PGA 9,PGA 10
5801330000,FABRICS MN-MD FBR OT WFT PI FA,11/15/2024,2/28/2026,M2,KG,,N,Y,,,,,,,,,,
5801360010,FABRICS MM FB CHNL YRNS 1 SIDE,11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
5801360020,FABRICS MM FBR CHNL FBRC OTHER,11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
5801371000,FABRICS MN-MD WRP PL FBR EPING,7/1/2020,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5801375010,FABRICS MM WRP PL CUT>271G/SQM,7/1/2020,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5801375020,FABRICS MM FR WP PL FBR CT OTH,7/1/2020,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5801901000,FABRICS OT TXTL MTL VEG NO COT,7/1/2020,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5801902010,"FAB,WVN PILE&CHENLL:>85%SILK/W",7/1/2020,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5801902090,"FAB,WVN PILE&CHENLL:OTH TEXT",7/1/2020,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5802101000,"UNBLEACHED,TER TOW OF COTTON",11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
5802109000,OTHER;TER TOWEL FABRICSOF COTT,11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
5802200010,"TERRY TWL/FAB,85%+ SILK/WASTE",7/1/2020,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5802200020,TERRY TWL/FAB:MAN MADE FIBER,11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
5802200090,TERRY TWL/FAB:OTHER TEXTILES,11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
5802300010,TUFTED TEXT FAB:>85% SILK/WAST,7/1/2020,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5802300020,TUFTED TEXT FAB:WOOL/FINE HAIR,7/1/2020,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5802300030,TUFTED TEXT FAB:COT/MAN MD FIB,11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
5802300090,TUFTED TEXT FAB:OF OTH TEXTLES,11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
5803001000,"GAUZE, COTTON, NOT OF 5806",11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
5803002000,"GAUZE,WL/F ANML HR,TF<=140G/M2",11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
5803003000,"GAUZE,WL/F ANML HR,TF=>140G/M2",11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
5803004000,"GAUZE, VEG FIB, N/COT,N/5806",2/3/2007,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5803005000,"GAUZE, M-M FIBERS, N/5806",11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
5803009010,"GAUZE,OTHER MATERIALS, N/5806",2/3/2007,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5803009090,"GAUZE,OTHER TEXTILES, N/5806",2/3/2007,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5804101000,"TULLE/NET FAB,N/WV.,:MM FB/COT",11/15/2024,2/28/2026,KG,,,N,Y,,,,,,,,,,
5804109010,"TULLE/NET FAB,N/WV.,:85%+ SILK",1/1/2004,12/31/2030,KG,,,N,N,,,,,,,,,,
5804109090,"TULLE/NET FAB,N/WV.,:OTH MATRL",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
5804210000,FABRICS MEC-MD LACE MANMD FIB,7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
5804291000,MECH MD LACE IN PC/ST/MTF:COT,11/15/2024,2/28/2026,KG,,,N,Y,,,,,,,,,,
5804299010,MACH LACE IN PC/ST/MTF:85%+SLK,7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
5804299090,MECH MD LACE IN PC/ST/MTF:OTH,7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
5804300010,HAND LACE IN PC/ST/MTF:85%+SLK,7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
5804300020,HAND MD LACE;PC/ST/MTF:COT/M-M,11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
5804300090,HAND MD LACE IN PC/ST/MTF:OTH,7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
5805001000,"TAPSTRY/HD WV,ND-WK WH>$215/SM",11/15/2024,2/28/2026,M2,KG,,N,Y,,,,,,,,,,
5805002000,"TAPSTRY,WL/HAIR,CRT HND LM FLK",1/1/2004,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5805002500,"TAPSTRY/HAND WOVEN,WOOL/HR,OTH",1/1/2004,12/31/2030,M2,KG,,N,Y,,,,,,,,,,
5805003000,TAPSTRY/HD-WN ND-WRK OF COTTON,11/15/2024,2/28/2026,M2,KG,,N,Y,,,,,,,,,,
5805004010,TAPSTRY/HD-WN ND-WK:MAN MD FIB,1/1/2004,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5805004090,"TAPSTRY/HD-WN ND-WK, OTH MATRL",1/1/2004,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5806101000,"FABRICS/NRW WVN TER,CHL OF COT",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
5806102400,"FAB/NRW WVN,MANM FASTENER TAPE",7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
5806102800,"FAB/NRW WVN,MANMADE OTHER",7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
5806103010,"FAB/NRW WV TRRY,CHNL=>85%SILK",7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
5806103020,"FAB/NRW WV TRRY,CHNL:WL/FN HR",7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
5806103090,"FAB/NRW WV TRRY,CHNL:OTHER MT",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
5806200010,"FABRC/NW WN WGT5%=>ELTMC,ELAST",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
5806200090,"FABRC/NW WN WGT5%=>ELTMC,OTHER",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
5806310000,FABRICS/NRW WVN OT WVN COT,11/15/2024,2/28/2026,KG,,,Y,Y,,,,,,,,,,
5806321010,FAB/NRW WVN MN-MD TYPE RIBBONS,7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
5806321020,FAB/NRW WVN MN-MD:CONTAIN WIRE,7/1/2020,12/31/2030,KG,,,Y,Y,,,,,,,,,,
5806321030,FAB/NRW WVN MN-MD:OTH RIBBONS,7/1/2020,12/31/2030,KG,,,Y,Y,,,,,,,,,,
5806321040,FAB/NRW WVN MN-MD:OTH RIBBONS,7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
5806321050,"FAB/NRW WVN MN-MD: WIRE, NYLON",7/1/2020,12/31/2030,KG,,,Y,Y,,,,,,,,,,
5806321060,FAB/NRW WVN MN-MD:OTH RIBBONS,7/1/2020,12/31/2030,KG,,,Y,Y,,,,,,,,,,
5806321070,FAB/NRW WVN MN-MD:OTH RIBBONS,7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
5806321080,FAB/NRW WVN MN-MD:OTH RIBBONS,7/1/2020,12/31/2030,KG,,,Y,Y,,,,,,,,,,
5806321095,FAB/NRW WVN MN-MD:OTH RIBBONS,7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
5806322000,FAB/NRW WVN:OTH MM FBRS WV FAB,7/1/2020,12/31/2030,KG,,,Y,Y,,,,,,,,,,
5806391000,"FABRICS/NRW WVN,WOOL/FINE HAIR",7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
5806392000,FABRICS/NW WN OT WN VG NO COT,7/1/2020,12/31/2030,KG,,,Y,Y,,,,,,,,,,
5806393010,FABRICS/OTH NRW WVN=>85%SILK,1/1/2004,12/31/2030,KG,,,N,N,,,,,,,,,,
5806393020,FAB/OTH NRW WVN:OTH METAL YARN,1/1/2004,12/31/2030,KG,,,N,N,,,,,,,,,,
5806393080,FABRICS/OTH NRW WVN:OTH TEXTLE,11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
5806400000,FABRICS/WRP W/O WFT ASMB ADHES,11/15/2024,2/28/2026,KG,,,N,Y,,,,,,,,,,
5807100510,"LABELS,WVN,PC/STRP,N/EMB:COTTN",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
5807100520,"LABELS,WVN,PC/STRP,N/EMB:MM FB",7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
5807101500,"LABELS,WVN,PC/STR,N/EMB:OTH TX",7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
5807102010,"BADGES,WVN,PC/STRP,N/EMB:COTTN",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
5807102020,"BADGES,WVN,PC/STRP,N/EMB:MM FB",7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
5807102090,"BADGES,WV,PC/STRP,N/EMB:OTH TX",7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
5807900510,"LABL,N/WVN,PC/STRP,N/EMB:COTTN",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
5807900520,"LABL,N/WVN,PC/STRP,N/EMB:MM FB",7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
5807901500,"LABL,N/WVN,PC/STR,N/EMB:OTH TX",7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
5807902010,"BADG,N/WVN,PC/STRP,N/EMB:COTTN",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
5807902020,"BADG,N/WVN,PC/STRP,N/EMB:MN-MD",7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
5807902090,"BADG,N/WV,PC/STRP,N/EMB:OTH TX",7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
5808101000,"BRDS FOR MKG HDWR,ABACA/RAMIE",1/1/1989,12/31/2030,KG,,,N,N,,,,,,,,,,
5808104000,"BRDS,MKNG/ORN HDWR:COT/M-M FIB",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
5808105000,"BRDS,MKNG/ORN HDWR,OTH TEXT",7/14/2004,12/31/2030,KG,,,N,N,,,,,,,,,,
5808107000,"BRDS,IN PC,FOR OTH:COT/M-M FIB",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
5808109000,"BRDS,IN PC,FOR OTH:OTHER FIB",7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
5808900010,"TASSEL&SIM,N/EMB:COT/M-M FIB",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
5808900090,"TASSEL&SIM,N/EMB:OTH TEXT",7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
5809000000,"FABRICS, WVN, OF METAL THREAD",7/1/2020,12/31/2030,M2,KG,,N,Y,,,,,,,,,,
5810100000,"EMBROIDERY,W/O VISIBLE GROUND",11/15/2024,2/28/2026,KG,,,N,Y,,,,,,,,,,
5810910010,"EMBROIDERY, VSBL GRN,COT,>200",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
5810910020,"EMBROIDERY, OTH,COT,WT<200G/M2",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
5810921000,"EMBROIDERY,M/M,BDGE,EMBLM,MTIF",11/15/2024,2/28/2026,KG,,,N,Y,,,,,,,,,,
5810929030,"EMBROIDERY,MAN MADE LABELS",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
5810929050,"EMBROIDERY,MAN MADE,GRND FBRIC",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
5810929080,"EMBROIDERY, MAN MADE, OTHER",11/15/2024,2/28/2026,KG,,,Y,Y,,,,,,,,,,
5810991000,"EMBROIDERY,WOOL/FINE ANML HAIR",7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
5810999000,"EMBROIDERY,OTH TEXTLE MATERIAL",7/1/2020,12/31/2030,KG,,,Y,Y,,,,,,,,,,
5811001000,QUILTED TEX OF WOOL/FN ANML HR,7/1/2020,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5811002000,QUILTED TEX PROD OF COTTON,11/15/2024,2/28/2026,M2,KG,,N,Y,,,,,,,,,,
5811003000,QUILTED TEX PROD OF M/M FIBERS,7/1/2020,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5811004000,QUILTED TEX PROD OF OTHER TEX,1/1/2004,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5901101000,"FAB,MAN MD CTD W/GUM,FOR BK CV",7/1/2020,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5901102000,"FAB, OTH TEX CTD W/ GUM,BK CV",11/15/2024,2/28/2026,M2,KG,,N,Y,,,,,,,,,,
5901902000,"CLTH, TRCNG, PREP PTNG,M-M FIB",7/1/2020,12/31/2030,M2,KG,,Y,N,,,,,,,,,,
5901904000,"TRAC CLOTH, PREP CANVAS,OTH FB",11/15/2024,2/28/2026,M2,KG,,Y,Y,,,,,,,,,,
5902100000,TIRE CORD FAB: NYLON/OTH POLYM,1/1/2021,12/31/2030,KG,,,N,Y,,,,,,,,,,
5902200000,TIRE CORD FABRIC OF POLYESTERS,1/1/2021,12/31/2030,KG,,,N,Y,,,,,,,,,,
5902900000,"TIRE CORD FABRIC, OTHER",1/1/2004,12/31/2030,KG,,,N,Y,,,,,,,,,,
5903101000,"FAB, TEX,IMP,ETC.,W/PVC,OF COT",11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
5903101500,"FAB,NT 9,SECT XI,>60% PLASTIC",1/1/2004,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5903101800,"FAB,NT 9,SECT XI,<=60%PLASTIC",7/1/2020,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5903102010,"FAB,POLYVNLYCHL COAT YRN,>70%",1/1/2004,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5903102090,OTHER FAB >70%RUB/PLST,1/1/2004,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5903102500,"FAB,MN-MD,IMP,ETC.,WT<=70%RUB",1/1/2021,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5903103000,"FAB,TEXT,IMP,ETC.,W/PVC, OTHER",11/15/2024,2/28/2026,M2,KG,,N,Y,,,,,,,,,,
5903201000,"FAB, TEXT,IMP,ETC,W/PU, OF COT",11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
5903201500,"FAB,NT 9,SECT XI,>60% PLYURTHN",1/1/2004,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5903201800,"FAB,NT 9,SECT XI,<60% PLYURTHN",7/1/2020,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5903202000,"FAB,M-M,IMP,ETC.,W/PU,>70%RUB",1/1/2004,12/31/2030,M2,KG,,N,Y,,,,,,,,,,
5903202500,"FAB,TEXT,IMP,ETC.,W/PU,M/M,OTH",7/1/2020,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5903203010,"FAB,OTH,WOOL,FINE ANIMAL HAIR",7/1/2020,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5903203090,"FAB,TEXT,IMP,ETC.,W/PU, OTHER",11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
5903901000,"FAB,TEXT,IMP,ETC.,W/OTH,OF COT",11/15/2024,2/28/2026,M2,KG,,Y,Y,,,,,,,,,,
5903901500,"FAB,NT 9,SECT XI,>60% PLASTIC",1/1/2004,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5903901800,"FAB,NT 9,SECT XI,<60% PLASTIC",7/1/2020,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5903902000,"FAB,M-M ,IMP,.W/OTH PLSTC/>70%",1/1/2004,12/31/2030,M2,KG,,Y,Y,,,,,,,,,,
5903902500,"FAB,TEXT,IMP,ETC.,W/OTH,M/M,OT",7/1/2020,12/31/2030,M2,KG,,Y,Y,,,,,,,,,,
5903903010,"FAB,OTH WOOL,FINE ANIMAL HAIR",7/1/2020,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5903903090,"FAB,OTHER TEXT,IMP,ETC.,W/OTH,",11/15/2024,2/28/2026,M2,KG,,Y,Y,,,,,,,,,,
5904100000,LINOLEUM,1/1/2004,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5904901000,FLR CVRS W/BASE OF NEEDLELOOM,11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
5904909000,FLR CVRS W/OTHER TEXTILE BASE,1/1/2004,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5905001000,"WALL COVER,TEXT:PERM PAPR BACK",11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
5905009000,"WALL COVERINGS, TEXTILE:OTHER",11/15/2024,2/28/2026,M2,KG,,N,Y,,,,,,,,,,
5906100000,ADHESIVE TAPE OF A WDTH=<20CM,11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
5906911000,"FAB,TEXT,RUB,KNT OR CROC, COT",11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
5906912000,"FAB,M/M,RUB, KNT/CROCH,>70%RUB",1/1/2004,12/31/2030,M2,KG,,N,Y,,,,,,,,,,
5906912500,"FAB,TEX,RUB, KNT/CROCH,M/M,OTH",7/1/2020,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5906913000,"FAB,TEX,RUB, KNT/CROCH, OTHER",11/15/2024,2/28/2026,M2,KG,,N,Y,,,,,,,,,,
5906991000,"FAB,TEXT,RUB, OTH, OF COTTON",11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
5906992000,"FAB,TEX,RUB,OTH,M/M,>70%RUB",1/1/2004,12/31/2030,M2,KG,,N,Y,,,,,,,,,,
5906992500,"FAB,TEX,RUB, OTHER, M/M, OTHER",1/1/2004,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5906993000,"FAB,TEXT,RUB, OTH, OTH, OTHER",11/15/2024,2/28/2026,M2,KG,,N,Y,,,,,,,,,,
5907000500,"FAB,TEXT,LAMNTD,NT 9,SCT XI,MM",1/1/1995,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5907001500,"TEXT,LMNTD:NT 9,SCT XI,OTH,MMF",7/1/2020,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5907002500,"FAB,TEXT,LAMNTD,NT 9,SCT XI,",11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
5907003500,"TEXT,LMNTD:NT 9,SCT XI,OTHER",11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
5907006000,"FAB,TEXT,NOT LAMNTD,MN MD FBR",7/14/2004,12/31/2030,M2,KG,,Y,Y,,,,,,,,,,
5907008010,"FAB,TEXT,NT LMNTD,VEG FBR X CN",7/14/2004,12/31/2030,M2,KG,,Y,Y,,,,,,,,,,
5907008090,"FAB,TEXT,NT LMNTD,NOT VEG FBR",11/15/2024,2/28/2026,M2,KG,,Y,Y,FD1,,,,,,,,,
5908000000,"WICKS, TEXT, FOR LAMPS, STOVES",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
5909001000,"HOSEPIPING & SIM TUB, VEG FIBR",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
5909002000,"HOSEPIPING & SIM TEXT TUB, OTH",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
5910001010,POWER TRANSMISSION V-BELTS,11/15/2024,2/28/2026,NO,KG,,N,N,,,,,,,,,,
5910001020,"POWER TRANS SYNCH BELTS, MMF",11/15/2024,2/28/2026,NO,KG,,N,N,,,,,,,,,,
5910001030,"POWER TRANS BELTS,OTHER, MMF",11/15/2024,2/28/2026,NO,KG,,N,N,,,,,,,,,,
5910001060,"POWER TRANS BELTING, LINK, MMF",11/15/2024,2/28/2026,M,KG,,N,N,,,,,,,,,,
5910001070,"POWER TRANS BELTING, OTHER MMF",11/15/2024,2/28/2026,M,KG,,N,N,,,,,,,,,,
5910001090,"TRANS/CONVEYOR BELTS, OTH,MMF",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
5910009000,"TRANS/CONVEYOR BELTS, OTHER",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
5911101000,PRINTERS' RUBBERIZED BLANKETS,11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
5911102000,"FAB,TEXT,FLT/RUB/LEAT-LND,OTH",11/15/2024,2/28/2026,KG,,,N,Y,,,,,,,,,,
5911201000,"FAB,STENCIL FOR SCREEN PRNTG",11/15/2024,2/28/2026,M2,KG,,N,Y,,,,,,,,,,
5911202000,"CLOTH, BOLTING, OTHR, OF SILK",1/1/1989,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5911203000,"CLOTH, BOLTING, OTHER, OTHER",1/1/2004,12/31/2030,M2,KG,,N,N,,,,,,,,,,
5911310010,"FAB,PRES FELT,PPR MKG,<650G/M2",11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
5911310020,"FAB,DRYER FELT,PP MKG,<650G/M2",11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
5911310030,"FAB,<650G/M2,PAPER FORMING",11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
5911310080,"FAB,OTHER PAPER MKG,<650G/M2",11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
5911320010,"FAB,PRESS FLTS,PPR MK=>650G/M2",11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
5911320020,"FAB,DRYER FLTS,PPR MK=>650G/M2",11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
5911320030,"FAB,PAPR MK=>650G/M2,PAPERFORM",11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
5911320080,"FAB, OTHER,PAPR MK=>650G/M2",11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
5911400100,STRN CLTH USED IN OIL PRESSES,11/15/2024,2/28/2026,M2,KG,,N,N,FD1,,,,,,,,,
5911900040,"CORDS,BRAIDS/INDST PACK/LUBRIC",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
5911900080,"TEXT PRD & ART, TECH USE OTH",11/15/2024,2/28/2026,KG,,,N,N,FD1,,,,,,,,,
6001102000,FABRICS (MAN-MADE FBRS) LNG PL,7/1/2020,12/31/2030,M2,KG,,N,Y,,,,,,,,,,
6001106000,FABRICS(LONG PILE)NOT MAN-MADE,11/15/2024,2/28/2026,M2,KG,,N,Y,,,,,,,,,,
6001210000,FABRICS(LOOPED PILE) IN COTTON,11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
6001220000,FABRIC(LOOPED PL) MAN-MADE FBR,11/15/2024,2/28/2026,M2,KG,,N,Y,,,,,,,,,,
6001290000,FABRIC(LPD PL) OTHR TXTLE MTLS,11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
6001910010,PILE FABRIC-COTTON>271 GMS SQM,11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
6001910020,PILE FBRC COTTON NOT>271 GPSM,11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
6001920010,PILE FABRIC-VELOUR > 271 GPSM,11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
6001920020,PL FBRC MAN MD.(NV) > 271 GPSM,11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
6001920030,"PILE FAB, VELOUR N/0 271 GM/SM",11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
6001920040,"PILE FAB, MAN MADE N/O 271G/SM",11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
6001991000,"PILE FBS,=>85% SILK/SILK WASTE",7/1/2020,12/31/2030,M2,KG,,N,N,,,,,,,,,,
6001999000,"PILE FABRICS,TEX MAT, OTHER",11/15/2024,2/28/2026,M2,KG,,N,N,,,,,,,,,,
6002404000,"KNIT COT,<30CMW,=>5%WT ELASTCS",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
6002408020,"KNIT,NTCT,<30CMW,ELST,OPEN/WRP",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
6002408080,"KNIT,NT COT,<30CMW,ELAST,OTHER",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
6002904000,"KNIT COT,<30CMW,=>5%WT ELASTCS",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
6002908020,"KNIT,NTCT,<30CMW,ELST,OPEN/WRP",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
6002908080,"KNIT,NT COT,<30CMW,ELAST,OTHER",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
6003101000,"WOOL,OPEN WORK FAB,WARP KNIT",7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
6003109000,"OF WOOL OR FINE ANM HAIR,OTHER",7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
6003201000,"OPEN WORK FAB,WARP KNIT,COTTON",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
6003203000,"KNIT,,<30CMW,OF COTTON,OTHER",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
6003301000,"OPEN-WORK FAB,MN-MD,WARP KNSY",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
6003306000,"KNIT,<30CMW,OF SYNTHET FIB,OTH",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
6003401000,"OPEN-WORK FAB,WARP KNIT,ARTIF",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
6003406000,"OF ARTIFICIAL FABRICS, OTHER",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
6003901000,"OPEN-WORK FAB,WARP KNIT,OTHER",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
6003909000,"KNITTED/CROCHED FAB OTHER,OTHE",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
6004100010,"KNT CNT>5%WT ELSTYRN,>30OPNWRP",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
6004100025,"KNT CNT>5%WT ELSTYRN,>30,OTWRP",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
6004100085,"KNT CNT>5%WT ELSTYRN,>30,OTHER",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
6004902010,"KNT CNT>5%WT ELSTYRN,>30OPNWRP",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
6004902025,"KNT CNT>5%WT ELSTYRN,>30,OTWRP",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
6004902085,"KNT CNT>5%WT ELSTYRN,>30,OTHER",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
6004909000,"KNIT W/ 5% WT RUB THRD,W>30CM",11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
6005210000,OT KNTED OR CRCHD FBRS CT WARP,11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
6005220000,KNTED OR CRCHD FBRS CT WARPDYE,11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
6005230000,KNTED OR CRCHD FBRS CT WARP,11/15/2024,2/28/2026,KG,,,N,N,,,,,,,,,,
